session_id	original_session_id
ses-25426+2+1+Ach+SS1	ses-25426_2_1_Ach_SS1
ses-25426+2+2+Ach+SS1	ses-25426_2_2_Ach_SS1
ses-25426+3+2+Ach+SS1	ses-25426_3_2_Ach_SS1
ses-25426+3+2+Ach+V1	ses-25426_3_2_Ach_V1
ses-25426+3+3+Ach+SS1	ses-25426_3_3_Ach_SS1
ses-25426+3+3+Ach+V1	ses-25426_3_3_Ach_V1
ses-25426+3+4+Ach+SS1	ses-25426_3_4_Ach_SS1
ses-25426+3+4+Ach+V1	ses-25426_3_4_Ach_V1
ses-25426+4+1+Ach+SS1	ses-25426_4_1_Ach_SS1
ses-25426+4+1+Ach+V1	ses-25426_4_1_Ach_V1
ses-25426+4+2+Ach+SS1	ses-25426_4_2_Ach_SS1
